CSE,owner,35,california
S_user_1062,user,79,AR
C_user_1063,user,42,MI
D_user_1064,user,79,LO
E_user_1065,user,58,OH
O_user_1066,user,28,MI
A_user_1067,user,68,NO
F_user_1068,user,78,AR
K_user_1069,user,85,SO
A_user_1070,user,38,LO
U_user_1071,user,81,TE
V_user_1072,user,26,MA
N_user_1073,user,98,LO
T_user_1074,user,63,AR
Q_user_1075,user,44,VE
P_user_1076,user,61,MA
K_user_1077,user,64,OK
Z_user_1078,user,82,UT
U_user_1079,user,37,NE
M_user_1080,user,47,NE
C_user_1081,user,94,KE
M_user_1082,user,39,MA
O_user_1083,user,49,MI
S_user_1084,user,86,KE
Y_user_1085,user,42,ID
Z_user_1086,user,45,NE
W_user_1087,user,51,GE
Y_user_1088,user,90,RH
T_user_1089,user,21,MI
T_user_1090,user,12,MI
M_user_1091,user,31,MA
O_user_1092,user,87,MA
I_user_1093,user,35,KA
Z_user_1094,user,61,DE
C_user_1095,user,87,MI
A_user_1096,user,23,NE
Y_user_1097,user,71,VE
E_user_1098,user,32,UT
D_user_1099,user,71,IL
Q_user_1100,user,68,VE
Q_user_1101,user,43,MA
W_user_1102,user,57,DE
I_user_1103,user,75,MI
E_user_1104,user,88,WA
C_user_1105,user,77,VI
Z_user_1106,user,78,MO
G_user_1107,user,71,CO
B_user_1108,user,72,WE
Q_user_1109,user,38,CO
T_user_1110,user,41,WI
I_user_1111,user,54,AR
R_user_1112,user,59,NO
I_user_1113,user,45,SO
A_user_1114,user,86,FL
P_user_1115,user,28,CO
S_user_1116,user,67,WY
Z_user_1117,user,49,DE
U_user_1118,user,81,AL
L_user_1119,user,14,PE
C_user_1120,user,55,WY
I_user_1121,user,12,MA
P_user_1122,user,14,NO
O_user_1123,user,50,WY
E_user_1124,user,93,ID
M_user_1125,user,51,NO
E_user_1126,user,62,DE
E_user_1127,user,72,CO
V_user_1128,user,79,KE
W_user_1129,user,35,UT
U_user_1130,user,49,UT
E_user_1131,user,70,ID
H_user_1132,user,64,WE
V_user_1133,user,78,CA
O_user_1134,user,13,TE
D_user_1135,user,43,MI
S_user_1136,user,83,OH
O_user_1137,user,43,GE
Q_user_1138,user,83,VI
B_user_1139,user,59,MA
F_user_1140,user,81,OH
M_user_1141,user,60,MI
I_user_1142,user,81,MA
I_user_1143,user,65,MA
O_user_1144,user,37,MI
E_user_1145,user,57,NE
J_user_1146,user,17,WE
F_user_1147,user,27,NE
A_user_1148,user,70,KA
S_user_1149,user,43,RH
I_user_1150,user,69,NE
F_user_1151,user,30,UT
H_user_1152,user,72,AR
H_user_1153,user,27,UT
S_user_1154,user,36,WE
P_user_1155,user,66,RH
R_user_1156,user,95,MA
U_user_1157,user,74,IN
E_user_1158,user,60,PE
V_user_1159,user,80,IN
V_user_1160,user,73,WI
J_user_1161,user,26,CO
D_user_1162,user,61,MA
W_user_1163,user,15,NO
G_user_1164,user,72,KA
F_user_1165,user,74,MA
B_user_1166,user,79,SO
L_user_1167,user,38,MO
M_user_1168,user,25,IN
W_user_1169,user,31,SO
B_user_1170,user,17,MA
D_user_1171,user,83,MA
Y_user_1172,user,76,FL
B_user_1173,user,54,MA
U_user_1174,user,62,IL
F_user_1175,user,17,LO
M_user_1176,user,72,NO
V_user_1177,user,62,MI
H_user_1178,user,29,MA
J_user_1179,user,72,GE
P_user_1180,user,17,NE
V_user_1181,user,91,IO
R_user_1182,user,44,WE
V_user_1183,user,31,NE
R_user_1184,user,17,MA
R_user_1185,user,71,MA
Q_user_1186,user,81,OK
Y_user_1187,user,20,SO
W_user_1188,user,49,GE
U_user_1189,user,90,FL
K_user_1190,user,85,MO
X_user_1191,user,99,KE
Q_user_1192,user,19,WY
S_user_1193,user,88,UT
D_user_1194,user,95,NE
H_user_1195,user,68,AL
Z_user_1196,user,54,UT
I_user_1197,user,58,AR
W_user_1198,user,34,MA
C_user_1199,user,47,TE
F_user_1200,user,69,PE
Z_user_1201,user,93,MI
U_user_1202,user,59,WA
P_user_1203,user,27,TE
C_user_1204,user,92,HA
H_user_1205,user,47,LO
M_user_1206,user,99,WA
T_user_1207,user,83,MI
F_user_1208,user,23,VE
F_user_1209,user,33,MA
U_user_1210,user,60,KE
T_user_1211,user,81,MI
I_user_1212,user,33,MI
G_user_1213,user,71,WY
P_user_1214,user,50,VE
H_user_1215,user,36,FL
T_user_1216,user,31,GE
K_user_1217,user,35,NE
K_user_1218,user,32,MI
L_user_1219,user,44,MA
L_user_1220,user,95,NE
B_user_1221,user,87,MA
C_user_1222,user,69,MI
G_user_1223,user,23,WI
V_user_1224,user,24,WE
W_user_1225,user,42,NE
M_user_1226,user,50,MI
T_user_1227,user,67,DE
S_user_1228,user,95,DE
W_user_1229,user,59,TE
Z_user_1230,user,59,NE
K_user_1231,user,51,MI
Q_user_1232,user,19,AL
G_user_1233,user,18,IL
Z_user_1234,user,95,FL
O_user_1235,user,38,WA
O_user_1236,user,21,OK
S_user_1237,user,76,WE
P_user_1238,user,84,CO
K_user_1239,user,59,UT
O_user_1240,user,72,DE
W_user_1241,user,53,OK
C_user_1242,user,35,MA
E_user_1243,user,33,CA
M_user_1244,user,18,SO
J_user_1245,user,25,SO
W_user_1246,user,60,CA
X_user_1247,user,58,WY
U_user_1248,user,60,MA
E_user_1249,user,27,NE
A_user_1250,user,38,KA
F_user_1251,user,94,RH
A_user_1252,user,28,IL
X_user_1253,user,79,PE
H_user_1254,user,39,OR
G_user_1255,user,29,OH
V_user_1256,user,76,FL
B_user_1257,user,75,IO
W_user_1258,user,76,WE
S_user_1259,user,71,TE
H_user_1260,user,38,NE
P_user_1261,user,49,CA
P_user_1262,user,44,MA
J_user_1263,user,61,MO
J_user_1264,user,87,IN
R_user_1265,user,96,NE
M_user_1266,user,39,NE
Y_user_1267,user,50,KA
J_user_1268,user,93,WA
M_user_1269,user,81,OR
P_user_1270,user,69,AL
N_user_1271,user,92,IL
P_user_1272,user,94,OH
F_user_1273,user,62,SO
Z_user_1274,user,85,MI
Z_user_1275,user,59,ID
U_user_1276,user,15,MA
W_user_1277,user,53,NE
K_user_1278,user,77,NE
N_user_1279,user,84,PE
N_user_1280,user,54,TE
E_user_1281,user,91,OK
M_user_1282,user,56,IL
Z_user_1283,user,47,KA
T_user_1284,user,68,VE
C_user_1285,user,36,PE
M_user_1286,user,15,AR
Q_user_1287,user,43,RH
Z_user_1288,user,91,AR
Q_user_1289,user,32,MI
C_user_1290,user,23,UT
A_user_1291,user,19,WA
V_user_1292,user,96,WY
Z_user_1293,user,23,CO
Z_user_1294,user,20,CO
R_user_1295,user,18,KA
J_user_1296,user,45,RH
Z_user_1297,user,78,AR
Z_user_1298,user,56,NE
P_user_1299,user,66,WE
G_user_1300,user,78,MA
N_user_1301,user,82,AL
X_user_1302,user,20,SO
D_user_1303,user,98,NE
R_user_1304,user,94,CO
T_user_1305,user,17,FL
Y_user_1306,user,16,SO
C_user_1307,user,21,WA
Q_user_1308,user,37,NE
X_user_1309,user,17,OK
M_user_1310,user,73,NO
C_user_1311,user,30,MA
R_user_1312,user,32,IO
N_user_1313,user,48,AR
P_user_1314,user,48,TE
I_user_1315,user,33,IN
W_user_1316,user,53,NE
K_user_1317,user,91,AR
I_user_1318,user,98,CO
X_user_1319,user,85,AL
G_user_1320,user,81,NO
B_user_1321,user,35,AL
T_user_1322,user,40,CO
L_user_1323,user,45,TE
C_user_1324,user,41,MI
Z_user_1325,user,91,OK
M_user_1326,user,77,AR
A_user_1327,user,38,OR
J_user_1328,user,42,SO
O_user_1329,user,77,WE
N_user_1330,user,94,AR
G_user_1331,user,18,WA
H_user_1332,user,53,RH
T_user_1333,user,18,UT
S_user_1334,user,98,AL
C_user_1335,user,42,DE
O_user_1336,user,50,TE
J_user_1337,user,81,AL
K_user_1338,user,39,KA
B_user_1339,user,74,WI
B_user_1340,user,95,NO
R_user_1341,user,15,UT
K_user_1342,user,21,NE
D_user_1343,user,38,MA
A_user_1344,user,86,KE
C_user_1345,user,21,FL
R_user_1346,user,83,AL
D_user_1347,user,81,KA
N_user_1348,user,33,IN
H_user_1349,user,88,FL
D_user_1350,user,75,VE
V_user_1351,user,30,OK
K_user_1352,user,35,OK
L_user_1353,user,58,UT
I_user_1354,user,28,NO
Y_user_1355,user,48,NE
K_user_1356,user,92,RH
M_user_1357,user,55,RH
M_user_1358,user,51,AR
Y_user_1359,user,68,NO
U_user_1360,user,56,WA
V_user_1361,user,91,RH
P_user_1362,user,61,MI
Q_user_1363,user,86,LO
V_user_1364,user,29,NE
G_user_1365,user,47,RH
X_user_1366,user,61,IN
M_user_1367,user,63,HA
Y_user_1368,user,88,NO
U_user_1369,user,98,AR
P_user_1370,user,94,AR
Z_user_1371,user,13,VE
H_user_1372,user,58,MA
G_user_1373,user,60,OR
E_user_1374,user,92,DE
Q_user_1375,user,29,MI
L_user_1376,user,28,MI
Q_user_1377,user,86,SO
B_user_1378,user,45,AL
C_user_1379,user,12,MI
P_user_1380,user,29,MA
E_user_1381,user,47,KA
G_user_1382,user,31,NE
Q_user_1383,user,67,RH
Y_user_1384,user,83,NO
Q_user_1385,user,65,TE
N_user_1386,user,77,VI
A_user_1387,user,88,RH
X_user_1388,user,86,WE
O_user_1389,user,32,AL
J_user_1390,user,18,KE
V_user_1391,user,64,VI
J_user_1392,user,85,IO
O_user_1393,user,82,FL
Z_user_1394,user,65,NO
T_user_1395,user,90,TE
O_user_1396,user,91,GE
N_user_1397,user,99,WI
P_user_1398,user,72,AR
H_user_1399,user,62,WA
E_user_1400,user,82,MA
E_user_1401,user,48,KA
O_user_1402,user,80,MI
R_user_1403,user,36,IO
W_user_1404,user,18,NE
V_user_1405,user,28,OH
V_user_1406,user,35,MI
H_user_1407,user,74,PE
H_user_1408,user,71,IO
J_user_1409,user,40,NE
R_user_1410,user,90,NO
R_user_1411,user,44,IN
Q_user_1412,user,20,OK
Z_user_1413,user,99,PE
C_user_1414,user,33,WA
P_user_1415,user,47,NO
N_user_1416,user,63,NE
T_user_1417,user,58,CO
A_user_1418,user,88,WA
B_user_1419,user,25,IL
Z_user_1420,user,75,HA
C_user_1421,user,58,MA
T_user_1422,user,71,AR
C_user_1423,user,71,MA
G_user_1424,user,92,MI
A_user_1425,user,41,IL
U_user_1426,user,30,MI
A_user_1427,user,66,WY
F_user_1428,user,99,WE
G_user_1429,user,43,MI
W_user_1430,user,24,MO
Q_user_1431,user,35,AL
Q_user_1432,user,46,MI
J_user_1433,user,56,WY
S_user_1434,user,19,IO
Y_user_1435,user,98,NE
Q_user_1436,user,75,AL
Q_user_1437,user,43,ID
E_user_1438,user,45,VI
T_user_1439,user,94,OR
T_user_1440,user,41,TE
J_user_1441,user,46,WE
X_user_1442,user,85,NE
S_user_1443,user,71,NE
E_user_1444,user,99,OH
F_user_1445,user,34,PE
J_user_1446,user,29,OR
X_user_1447,user,71,OK
U_user_1448,user,74,UT
N_user_1449,user,83,HA
Z_user_1450,user,65,PE
X_user_1451,user,70,ID
Q_user_1452,user,38,MA
G_user_1453,user,56,WY
T_user_1454,user,21,TE
P_user_1455,user,29,OH
W_user_1456,user,97,WE
G_user_1457,user,33,WY
R_user_1458,user,56,GE
A_user_1459,user,74,WA
N_user_1460,user,88,ID
I_user_1461,user,42,OH
E_user_1462,user,88,MA
G_user_1463,user,89,CO
P_user_1464,user,15,IN
O_user_1465,user,21,CO
C_user_1466,user,81,MA
U_user_1467,user,51,OR
A_user_1468,user,48,NE
W_user_1469,user,84,NO
X_user_1470,user,55,IL
X_user_1471,user,80,OK
S_user_1472,user,80,HA
P_user_1473,user,20,AL
V_user_1474,user,20,GE
C_user_1475,user,95,AR
S_user_1476,user,86,WE
K_user_1477,user,54,WI
U_user_1478,user,56,VI
F_user_1479,user,22,MA
E_user_1480,user,64,AL
T_user_1481,user,79,TE
W_user_1482,user,75,VE
K_user_1483,user,61,FL
S_user_1484,user,28,TE
A_user_1485,user,56,MI
X_user_1486,user,97,RH
L_user_1487,user,13,MI
G_user_1488,user,48,NO
T_user_1489,user,32,MA
D_user_1490,user,66,TE
H_user_1491,user,62,NE
E_user_1492,user,39,MI
F_user_1493,user,14,NE
G_user_1494,user,92,MI
B_user_1495,user,85,AR
T_user_1496,user,25,IL
B_user_1497,user,83,NE
I_user_1498,user,63,MI
N_user_1499,user,59,IO
O_user_1500,user,94,WI
P_user_1501,user,37,NO
F_user_1502,user,52,CA
D_user_1503,user,90,MA
M_user_1504,user,31,TE
U_user_1505,user,62,MI
B_user_1506,user,18,UT
D_user_1507,user,82,VE
R_user_1508,user,96,MI
Y_user_1509,user,84,MA
W_user_1510,user,85,WI
I_user_1511,user,41,PE
N_user_1512,user,70,NE
N_user_1513,user,50,CO
A_user_1514,user,36,RH
K_user_1515,user,81,NE
U_user_1516,user,57,KA
W_user_1517,user,92,AL
P_user_1518,user,62,MI
Y_user_1519,user,43,OK
F_user_1520,user,70,VI
V_user_1521,user,97,AR
I_user_1522,user,26,VI
E_user_1523,user,74,NE
J_user_1524,user,36,TE
F_user_1525,user,73,MA
R_user_1526,user,73,MA
T_user_1527,user,66,TE
S_user_1528,user,97,TE
W_user_1529,user,15,OH
Y_user_1530,user,73,MI
S_user_1531,user,78,AR
S_user_1532,user,40,SO
O_user_1533,user,96,MA
L_user_1534,user,72,VE
V_user_1535,user,48,MI
C_user_1536,user,58,TE
X_user_1537,user,89,MI
E_user_1538,user,82,LO
O_user_1539,user,18,SO
P_user_1540,user,78,DE
M_user_1541,user,79,LO
N_user_1542,user,80,OK
P_user_1543,user,12,NO
M_user_1544,user,14,AL
B_user_1545,user,41,CA
S_user_1546,user,63,MA
D_user_1547,user,62,MA
W_user_1548,user,32,OH
T_user_1549,user,33,AR
Q_user_1550,user,41,OR
U_user_1551,user,13,LO
K_user_1552,user,93,FL
E_user_1553,user,72,KA
A_user_1554,user,74,MO
R_user_1555,user,66,AL
F_user_1556,user,74,CA
J_user_1557,user,48,TE
I_user_1558,user,18,OH
W_user_1559,user,68,NO
P_user_1560,user,97,SO
S_user_1561,user,83,IN
W_user_1562,user,51,TE
E_user_1563,user,24,NE
I_user_1564,user,75,MO
M_user_1565,user,17,CA
C_user_1566,user,32,MI
R_user_1567,user,15,CO
H_user_1568,user,93,MI
O_user_1569,user,64,WA
Q_user_1570,user,74,SO
Y_user_1571,user,13,HA
Z_user_1572,user,84,MA
I_user_1573,user,12,WA
M_user_1574,user,54,MI
I_user_1575,user,74,MA
Y_user_1576,user,30,IO
M_user_1577,user,31,SO
M_user_1578,user,95,NE
Y_user_1579,user,56,MA
Q_user_1580,user,46,NO
X_user_1581,user,99,WA
D_user_1582,user,37,TE
E_user_1583,user,52,CO
J_user_1584,user,67,NO
O_user_1585,user,34,MA
P_user_1586,user,64,IL
I_user_1587,user,42,NO
G_user_1588,user,62,CO
R_user_1589,user,31,WY
X_user_1590,user,68,OH
J_user_1591,user,25,OH
W_user_1592,user,95,CO
B_user_1593,user,21,KA
Z_user_1594,user,97,NE
T_user_1595,user,53,AR
O_user_1596,user,27,SO
R_user_1597,user,22,NE
I_user_1598,user,47,PE
C_user_1599,user,66,MO
E_user_1600,user,84,DE
O_user_1601,user,31,KA
Q_user_1602,user,36,VE
J_user_1603,user,54,UT
L_user_1604,user,37,WI
T_user_1605,user,56,SO
M_user_1606,user,43,KA
G_user_1607,user,79,KE
M_user_1608,user,56,GE
H_user_1609,user,96,OK
G_user_1610,user,58,IN
D_user_1611,user,75,TE
X_user_1612,user,62,AL
T_user_1613,user,61,NE
I_user_1614,user,54,SO
G_user_1615,user,39,GE
R_user_1616,user,59,MI
J_user_1617,user,42,PE
U_user_1618,user,86,FL
R_user_1619,user,78,MA
K_user_1620,user,28,VI
S_user_1621,user,89,TE
D_user_1622,user,74,MI
X_user_1623,user,26,NE
A_user_1624,user,22,UT
E_user_1625,user,41,WY
D_user_1626,user,23,MO
P_user_1627,user,89,OK
T_user_1628,user,43,AL
N_user_1629,user,97,VI
G_user_1630,user,90,OR
X_user_1631,user,70,RH
W_user_1632,user,60,AL
S_user_1633,user,43,WI
M_user_1634,user,45,SO
X_user_1635,user,96,DE
G_user_1636,user,78,VI
W_user_1637,user,53,ID
P_user_1638,user,98,NE
R_user_1639,user,96,OH
J_user_1640,user,74,VE
S_user_1641,user,73,PE
E_user_1642,user,82,NE
B_user_1643,user,27,WY
I_user_1644,user,38,FL
L_user_1645,user,28,AL
A_user_1646,user,33,ID
P_user_1647,user,47,CA
U_user_1648,user,57,MI
G_user_1649,user,44,MA
X_user_1650,user,25,MI
Q_user_1651,user,58,RH
Z_user_1652,user,47,MA
B_user_1653,user,35,IN
N_user_1654,user,81,NE
C_user_1655,user,70,VE
D_user_1656,user,82,RH
Z_user_1657,user,97,KE
S_user_1658,user,73,IO
S_user_1659,user,32,KA
W_user_1660,user,56,IN
A_user_1661,user,39,KE
J_user_1662,user,76,WY
E_user_1663,user,31,HA
C_user_1664,user,39,AL
P_user_1665,user,71,CO
U_user_1666,user,57,MI
L_user_1667,user,33,UT
Q_user_1668,user,43,VE
R_user_1669,user,39,MA
W_user_1670,user,55,MI
V_user_1671,user,33,AR
N_user_1672,user,39,WA
F_user_1673,user,60,IN
M_user_1674,user,36,MA
B_user_1675,user,20,MI
X_user_1676,user,56,NE
F_user_1677,user,44,MI
E_user_1678,user,25,KE
R_user_1679,user,91,AL
O_user_1680,user,25,GE
I_user_1681,user,85,MI
G_user_1682,user,45,IN
F_user_1683,user,34,NE
V_user_1684,user,92,MA
Y_user_1685,user,66,KE
T_user_1686,user,68,AR
X_user_1687,user,38,MA
U_user_1688,user,15,TE
I_user_1689,user,59,ID
B_user_1690,user,59,NE
O_user_1691,user,70,NE
F_user_1692,user,94,MO
A_user_1693,user,76,AR
R_user_1694,user,89,MI
Z_user_1695,user,48,MI
O_user_1696,user,43,GE
R_user_1697,user,63,KE
T_user_1698,user,92,UT
A_user_1699,user,60,TE
A_user_1700,user,55,WY
F_user_1701,user,68,IO
K_user_1702,user,14,KE
W_user_1703,user,93,MA
H_user_1704,user,91,KA
J_user_1705,user,32,DE
L_user_1706,user,52,MA
L_user_1707,user,42,KE
X_user_1708,user,40,AL
B_user_1709,user,97,MI
F_user_1710,user,35,NO
Y_user_1711,user,84,SO
V_user_1712,user,40,AL
U_user_1713,user,23,CO
U_user_1714,user,94,NE
X_user_1715,user,18,UT
J_user_1716,user,39,OR
P_user_1717,user,63,SO
C_user_1718,user,55,MI
E_user_1719,user,65,AR
K_user_1720,user,49,TE
A_user_1721,user,35,MA
I_user_1722,user,56,DE
D_user_1723,user,15,NE
T_user_1724,user,73,WA
V_user_1725,user,92,IL
Z_user_1726,user,78,HA
B_user_1727,user,46,FL
B_user_1728,user,43,SO
J_user_1729,user,71,NE
F_user_1730,user,98,TE
K_user_1731,user,84,GE
T_user_1732,user,87,RH
H_user_1733,user,94,SO
X_user_1734,user,29,DE
T_user_1735,user,48,AL
E_user_1736,user,75,IL
X_user_1737,user,38,OR
H_user_1738,user,30,OR
O_user_1739,user,97,WI
O_user_1740,user,83,NO
O_user_1741,user,39,ID
E_user_1742,user,90,DE
L_user_1743,user,57,AL
J_user_1744,user,88,MA
L_user_1745,user,24,CO
Z_user_1746,user,48,IO
J_user_1747,user,39,OK
T_user_1748,user,83,LO
S_user_1749,user,41,OK
D_user_1750,user,15,SO
N_user_1751,user,17,DE
B_user_1752,user,76,AL
H_user_1753,user,35,AL
R_user_1754,user,38,AR
K_user_1755,user,63,AL
V_user_1756,user,84,SO
B_user_1757,user,27,KA
A_user_1758,user,46,IN
B_user_1759,user,52,NE
Q_user_1760,user,35,NE
L_user_1761,user,60,SO
A_user_1762,user,55,NE
U_user_1763,user,55,AR
P_user_1764,user,78,KE
V_user_1765,user,98,NE
E_user_1766,user,37,MI
Z_user_1767,user,39,NE
R_user_1768,user,81,AR
U_user_1769,user,84,KE
E_user_1770,user,22,NE
S_user_1771,user,94,KA
H_user_1772,user,13,AR
G_user_1773,user,25,AR
B_user_1774,user,58,KE
Z_user_1775,user,92,GE
D_user_1776,user,55,NE
O_user_1777,user,60,SO
Z_user_1778,user,79,NO
J_user_1779,user,91,AR
N_user_1780,user,53,NE
H_user_1781,user,75,NE
X_user_1782,user,55,ID
L_user_1783,user,50,NO
W_user_1784,user,61,CA
N_user_1785,user,97,OH
X_user_1786,user,15,NE
A_user_1787,user,18,KE
D_user_1788,user,35,LO
V_user_1789,user,92,VI
Z_user_1790,user,38,IO
H_user_1791,user,14,MI
O_user_1792,user,79,RH
I_user_1793,user,17,WY
G_user_1794,user,87,WE
J_user_1795,user,64,HA
U_user_1796,user,66,NE
P_user_1797,user,44,IO
M_user_1798,user,76,SO
I_user_1799,user,46,WE
J_user_1800,user,35,MI
I_user_1801,user,76,NE
L_user_1802,user,80,NE
V_user_1803,user,67,CO
K_user_1804,user,50,AR
M_user_1805,user,44,NE
T_user_1806,user,56,NE
C_user_1807,user,57,MA
N_user_1808,user,64,HA
F_user_1809,user,69,NE
Z_user_1810,user,63,WY
D_user_1811,user,67,WE
X_user_1812,user,16,ID
O_user_1813,user,80,MA
I_user_1814,user,99,CA
Y_user_1815,user,65,ID
A_user_1816,user,15,VI
D_user_1817,user,80,RH
U_user_1818,user,72,IN
N_user_1819,user,36,AR
I_user_1820,user,44,KA
G_user_1821,user,84,OH
E_user_1822,user,65,MA
V_user_1823,user,17,NE
W_user_1824,user,20,KE
Z_user_1825,user,82,VE
G_user_1826,user,54,MI
J_user_1827,user,91,DE
I_user_1828,user,12,NO
P_user_1829,user,96,MI
X_user_1830,user,77,CO
W_user_1831,user,96,SO
T_user_1832,user,84,DE
E_user_1833,user,37,NE
E_user_1834,user,40,NE
N_user_1835,user,53,VI
E_user_1836,user,69,MI
S_user_1837,user,28,PE
Y_user_1838,user,63,WE
S_user_1839,user,29,NE
M_user_1840,user,47,TE
L_user_1841,user,57,LO
X_user_1842,user,83,NE
V_user_1843,user,20,MI
E_user_1844,user,25,HA
Z_user_1845,user,29,AR
D_user_1846,user,96,SO
N_user_1847,user,81,IL
W_user_1848,user,14,OK
W_user_1849,user,36,MO
S_user_1850,user,62,IL
T_user_1851,user,18,TE
P_user_1852,user,81,IN
G_user_1853,user,31,LO
P_user_1854,user,27,TE
B_user_1855,user,49,MI
Q_user_1856,user,84,UT
F_user_1857,user,36,MA
Q_user_1858,user,39,TE
M_user_1859,user,52,OK
H_user_1860,user,35,MI
N_user_1861,user,73,NE
E_user_1862,user,21,DE
O_user_1863,user,26,NE
O_user_1864,user,16,AR
W_user_1865,user,16,NO
B_user_1866,user,97,IL
M_user_1867,user,48,ID
M_user_1868,user,43,MI
A_user_1869,user,37,CO
R_user_1870,user,92,IO
G_user_1871,user,28,IL
H_user_1872,user,72,MI
Y_user_1873,user,35,SO
B_user_1874,user,41,WI
Z_user_1875,user,32,VE
C_user_1876,user,84,RH
K_user_1877,user,54,FL
X_user_1878,user,50,IN
F_user_1879,user,63,KA
R_user_1880,user,94,VE
A_user_1881,user,98,OH
K_user_1882,user,27,RH
B_user_1883,user,22,MI
A_user_1884,user,46,OH
O_user_1885,user,48,NE
T_user_1886,user,81,RH
U_user_1887,user,97,NE
R_user_1888,user,21,VI
B_user_1889,user,34,CA
G_user_1890,user,32,AR
F_user_1891,user,95,TE
G_user_1892,user,73,NO
O_user_1893,user,52,TE
Q_user_1894,user,15,NE
F_user_1895,user,87,TE
Q_user_1896,user,19,LO
J_user_1897,user,35,AR
V_user_1898,user,49,AR
S_user_1899,user,89,VE
S_user_1900,user,31,OH
U_user_1901,user,26,LO
V_user_1902,user,98,DE
I_user_1903,user,17,ID
Q_user_1904,user,55,SO
Q_user_1905,user,88,MI
Q_user_1906,user,43,LO
R_user_1907,user,77,NO
M_user_1908,user,93,AR
X_user_1909,user,78,TE
S_user_1910,user,59,WY
J_user_1911,user,31,IL
E_user_1912,user,67,NO
V_user_1913,user,37,IN
S_user_1914,user,76,NE
Q_user_1915,user,45,TE
N_user_1916,user,41,CO
A_user_1917,user,29,MA
V_user_1918,user,94,HA
P_user_1919,user,38,NE
M_user_1920,user,50,OR
J_user_1921,user,16,SO
H_user_1922,user,75,WE
N_user_1923,user,47,KA
R_user_1924,user,75,CO
Z_user_1925,user,69,MI
A_user_1926,user,95,FL
X_user_1927,user,12,UT
M_user_1928,user,17,MA
R_user_1929,user,33,LO
V_user_1930,user,99,VE
G_user_1931,user,34,CA
Y_user_1932,user,78,RH
N_user_1933,user,49,WY
S_user_1934,user,21,MA
L_user_1935,user,64,OR
W_user_1936,user,33,HA
G_user_1937,user,50,AR
W_user_1938,user,70,RH
U_user_1939,user,37,CO
R_user_1940,user,79,TE
U_user_1941,user,18,TE
Q_user_1942,user,74,OK
I_user_1943,user,92,VI
F_user_1944,user,25,WA
W_user_1945,user,49,DE
Q_user_1946,user,93,WY
L_user_1947,user,68,TE
K_user_1948,user,44,MA
N_user_1949,user,80,MI
W_user_1950,user,55,NE
Y_user_1951,user,28,NE
I_user_1952,user,31,MI
G_user_1953,user,82,IO
J_user_1954,user,85,LO
I_user_1955,user,34,OH
W_user_1956,user,93,MI
O_user_1957,user,80,LO
D_user_1958,user,42,NE
K_user_1959,user,12,WI
D_user_1960,user,31,NE
Z_user_1961,user,14,MO
C_user_1962,user,82,HA
J_user_1963,user,24,PE
F_user_1964,user,68,AL
X_user_1965,user,92,ID
H_user_1966,user,50,VI
U_user_1967,user,14,VI
B_user_1968,user,16,ID
W_user_1969,user,87,TE
H_user_1970,user,87,MI
X_user_1971,user,29,GE
S_user_1972,user,63,DE
T_user_1973,user,63,GE
Q_user_1974,user,32,SO
H_user_1975,user,99,AR
T_user_1976,user,53,AL
P_user_1977,user,50,MI
K_user_1978,user,74,MA
O_user_1979,user,45,IO
L_user_1980,user,99,RH
H_user_1981,user,94,MI
R_user_1982,user,55,NE
J_user_1983,user,13,GE
I_user_1984,user,56,WE
C_user_1985,user,53,VE
C_user_1986,user,58,PE
T_user_1987,user,83,MI
N_user_1988,user,42,CA
Q_user_1989,user,40,FL
D_user_1990,user,35,IO
V_user_1991,user,60,HA
B_user_1992,user,71,TE
S_user_1993,user,55,TE
S_user_1994,user,83,NO
S_user_1995,user,56,NO
B_user_1996,user,69,MI
L_user_1997,user,80,AL
Z_user_1998,user,12,NE
I_user_1999,user,39,OH
P_user_2000,user,42,MA
A_user_2001,user,51,GE
F_user_2002,user,56,TE
S_user_2003,user,74,IL
A_user_2004,user,48,OK
